"course_custom_id","course_name","course_numberOfDaysPerWeek","course_numberOfWeeks","course_subjects","course_gradeYears","course_defaultDaysOfTheWeek","course_gradingStyle","course_color","course_picture","course_credits","course_description","course_introduction"
"alveary-recTiG9g7CNZZoBxt","Mythology/Hist. Fiction: Grade 4","2","36","Literature","[]","{, 'monday': False, 'tuesday': True, 'wednesday': False, 'thursday': True, 'friday': False, }","UNGRADED","","","","<p>Students read Norse mythology for a term, enjoy a term of fairy tales from around the world collected or written in the 19th century, and finish with a term of African American folktales.</p><p>This topic is included in the following course(s): Literature: Grade 4</p><p>About Literature: Grade 4<br>Overview note: Literature selections are chosen to encourage students to engage with rich ideas in literature and history and also to help them to gain independence in their reading and lessons.</p>","<p>Mythology/Hist. Fiction: Grade 4<br>In the Days of Giants tells the stories of Norse mythology and is read in Terms 1-2. The Nordic people would enjoy telling tales of heroes, gods, and monsters during the long, dark winter nights. As such, we recommend teachers preview the readings to ensure they are suitable for their particular students.</p>"
"alveary-recOVUsATXEDrO4bB","General Lit.: Grade 4","2","36","Literature","[]","{, 'monday': False, 'tuesday': True, 'wednesday': False, 'thursday': True, 'friday': False, }","UNGRADED","","","","<p>Continue fostering independence and a love of reading with irresistible stories such as The Lion, the Witch, and the Wardrobe and historical fiction from the time period.</p><p>This topic is included in the following course(s): Literature: Grade 4</p><p>About Literature: Grade 4<br>Overview note: Literature selections are chosen to encourage students to engage with rich ideas in literature and history and also to help them to gain independence in their reading and lessons.</p>","<p>General Lit.: Grade 4<br>☐ Although these books also make for great read-alouds, they were specifically chosen to help students to begin transitioning toward independence and continue growing in reading fluency and ease. While lesson plans are intended to be achievable during the lesson times on average, reading speed varies widely at this age. Focus on having students read for the time allotted, more than getting through the exact section assigned.</p><p>☐ Ask students to recall what happened last before sending them to read the day's selection on their own. Oral narrations can be completed into a voice recorder or back with a parent or class. These are also great books to use for occasional written narrations.</p><p>General Lit.: Grade 4<br>☐ If students have already read The Lion, the Witch and the Wardrobe, consider having them still read it on their own if it might help them gain confidence reading and completing lessons themselves. Otherwise, substitute another book in the Narnia series or substitute with a book from an adjacent grade's literature lessons and begin Johnny Tremain earlier in the year (the whole book is too long to finish before the end of Term 3, so it can easily be moved back).</p>"
"alveary-rectNXh98nqfzZ80k","Lit./Mythology: Grade 5-6","2","36","Literature","[]","{, 'monday': True, 'tuesday': False, 'wednesday': True, 'thursday': False, 'friday': False, }","UNGRADED","","","","<p>Students read Roman, Norse, and Eastern mythology, Dickens' A Christmas Carol, and a selection of short stories and fairy tales written or collected in the 19th century.</p><p>This topic is included in the following course(s): Literature: Grades 5-6</p><p>About Literature: Grades 5-6<br>Overview note: Literature selections are chosen to encourage students to engage with rich ideas in literature and history and also to help them to gain independence in their reading and lessons.</p>","<p>Lit./Mythology: Grade 5-6<br>☐ Read the preface and introduction of The Age of Fable for background information about myths and the rationale for reading them.</p><p>☐ Print &quot;Age of Fable Glossary&quot; for easy access during lessons. Find the link in Quick Links below.</p><p>Lit./Mythology: Grade 5-6<br>☐ The Age of Fable (Term 1) is best as a read-aloud or assigned as a stretch book for independent reading after the first few lessons are done together. Vocabulary may be difficult to understand, but can be comprehended in context. Reference the glossary in Quick Links as needed. These stories reference imaginary creatures and ancient deities. It is a good idea to think ahead about how you might explain these characters if your students ask.</p><p>☐ Black Ships Before Troy (Term 2) and Nearer My Freedom (Term 3) are great books for written narrations and more independent reading. However, since Homer's famous epic is all about the famous siege of Troy and Equiano's book is a slave narrative, they have some hard and gory parts throughout, which teachers may wish to preview or read with more sensitive students.</p>"
"alveary-recS1bcmurrJ85GEw","General Lit.: Grades 5-6","2","36","Literature","[]","{, 'monday': True, 'tuesday': False, 'wednesday': True, 'thursday': False, 'friday': False, }","UNGRADED","","","","<p>Read living books full of memorable characters, surprising plot twists, and heartwarming endings. Due to the rise of Children's Literature in the 19th century, students read period literature rather than historical fiction this year and will spend about a term and a half each with Little Women and Hans Brinker.</p><p>This topic is included in the following course(s): Literature: Grades 5-6</p><p>About Literature: Grades 5-6<br>Overview note: Literature selections are chosen to encourage students to engage with rich ideas in literature and history and also to help them to gain independence in their reading and lessons.</p>","<p>General Lit.: Grades 5-6<br>☐ With engaging and straightforward narrative, King of the Wind (Term 1) eases students into the year and is a great book for them to read independently and use for written narrations.</p><p>☐ Due to the length of the books, students will not finish Johnny Tremain (Term 2) or Treasure Island (Term 3) in the scheduled lessons. Encourage students to finish these books on their own time over Exam week or on breaks. Both are riveting stories and are great options to encourage a lifelong habit of reading outside of school.</p><p>☐ Treasure Island (Term 3) contains a few instances of racist and/or outdated language, and wine and rum appear regularly throughout the book. Some notes are added in the lessons, but you will want to decide how to discuss these realities with your students.</p>"
"alveary-recrSWSoC0yNwPHrT","Lit./Mythology: Grades 7-8","2","36","Literature","[]","{, 'monday': True, 'tuesday': False, 'wednesday': False, 'thursday': False, 'friday': True, }","UNGRADED","","","","<p>Student get a glimpse of the world beyond English with a poetic biography and then focus on stories and myths created and collected in the 19th century, including Russian fairy tales, short stories from a variety of authors, and Dickens' famous text, A Christmas Carol.</p><p>This topic is included in the following course(s): Literature: Grades 7-8</p>","<p>Lit./Mythology: Grades 7-8<br>☐ Term 1: Print off the Iliad Selections PDF (see Quick Links).</p>"
"alveary-recMA9I0f0PMB4dt4","General Lit: Grades 7-8","2","36","Literature","[]","{, 'monday': True, 'tuesday': False, 'wednesday': False, 'thursday': False, 'friday': True, }","UNGRADED","","","","<p>Students spend extended time with a 19th century novel and personal narrative and will find rich opportunities for discussion and inspiration.</p><p>This topic is included in the following course(s): Literature: Grades 7-8</p>","<p>General Lit: Grades 7-8<br>☐ My Brother Sam is Dead (Term 2) is a riveting and complex story about the American Revolution. We recommend previewing this book to decide if you want to discuss or give your students a heads up about some instances of language and intense scenes.</p>"
"alveary-reclg09vcXLZB71q7","General Lit.: Grades 9-10","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Journey into the 19th century with novels, short stories, personal narratives, fairy tales, and more. Students engage with a variety of authors and texts from the time period and reflect on literary techniques and the characteristics of multiple genres along the way.</p><p>This topic is included in the following course(s): Literature: Grade 9, Literature: Grade 10</p>","<p>General Lit.: Grades 9-10<br>☐ For Term 1, read the translator's Preface (p.I-XXIII) to Celebrated Cases of Judge Dee and the Introduction (p.3-21) to Scarlet Letter to have enough context for the story to engage in discussion with your student(s) even if you are not able to read the full books. Reading Like a Serpent (linked in Extra Helpings) is also an excellent resource for students and teachers wishing to dive deeper into The Scarlet Letter.</p><p>☐ A Tale of Two Cities (Term 3) is a long novel, and to allow students to digest, write narrations, and enjoy the story, only about half of it is scheduled over the term. If you wish students to finish it, consider starting the book in Term 2 after the Gulliver's Travels lessons OR allowing students to read the book on their own time if interested (during or after the end of the term).</p>"
"alveary-rec6j5XLnrMBoubth","History of Lit: Grades 9-12","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Using Marshall's and Long's spines along with a variety of primary sources and additional readings, the History of Literature course introduces students to literary movements and figures in the 19th century. The course prioritizes influential texts in the English-speaking world but also seeks to give students glimpses at literary developments across the globe.</p><p>This topic is included in the following course(s): Literature: Grade 11, Literature: Grade 12, Literature: Grade 9, Literature: Grade 10</p>","<p>History of Lit: Grades 9-12<br> ☐ Print off the History of Literature PDF, as students will need to annotate and mark up various sections throughout the year.</p><p>☐ Although sources were condensed into one PDF when possible, there are still quite a few outside links due to the number of primary sources referenced, so make sure your student(s) has/have access to the internet for their course.</p>"
"alveary-recGFl0h4wkHie4OJ","Plays: Grades 9-12","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students read Shakespeare's plays with additional optional readings and extra helpings from the time period.</p><p>This topic is included in the following course(s): Literature: Grade 11, Literature: Grade 12, Literature: Grade 9, Literature: Grade 10</p><p>Plays: Grades 9-12<br>William Shakespeare (1564-1616) is perhaps the greatest writer in the English language. Reading and speaking his beautiful words will delight students as they learn his timeless stories, meet a variety of characters, enrich their minds, and instruct their consciences. Students will begin by simply enjoying the plays and later by writing short compositions, comparisons, and commonplace entries. Shakespeare covers the wide panorama of human experience through his nearly 40 plays; the comedies, tragedies, and histories that students read will spark their imaginations with stories that transcend time and culture.</p>","<p>Plays: Grades 9-12<br>☐ You may want to read &quot;Shakespeare and a Christian Worldview,&quot; which is Ch.9 in the book Echoes of Eden – Reflections on Christianity, Literature, and the Arts by Jerram Barrs. This is an excellent overview of why Shakespeare is important for everyone to know, including Christians.<br>☐ If your students are new to Shakespeare, read the tips for beginners (Found in Appendix link)<br>☐ You may want to read a retelling beforehand so you are familiar with the play. (Suggestions found in Extra Helpings)<br>☐ Read the discussion questions and skim the summaries of each scene each week before the reading to help guide emphasis and discussion with your students.<br>☐ Consider purchasing puppets to use while reading to keep track of all the characters.</p><p>NOTE on VERSIONS<br>Students should have an unabridged copy that is not in a modern language edition, such as the ones linked in the program. The language complexity gets easier to understand with practice. (Note: Shakespeare’s work does often contain bawdy jokes or off-color content that will go over the heads of students if left in its original form; a modern language version will lay it all right out there in plain, modern English.) We like the Folger editions because they are inexpensive, the lines are numbered (making it easy to find your place), and they contain good notes. These are available on the Folger website as free PDFs as well, though the notes are omitted.</p><p>NOTE on CONTENT<br>Teachers are sometimes wary of reading Shakespeare with their students because the plays do contain material that they would deem inappropriate. The Alveary generally follows Mason’s programs for younger students. That does not mean, however, that your student will never encounter anything unsavory. Our best advice is to read in such a way that these things are moved over quickly, without added attention being drawn to them. Mason assures us that Shakespeare provides students with rich language and character lessons that are unparalleled.</p>"
"alveary-recUQGQE1WmU1wArY","Poetry Study: Grade 9","4","36","Literature","[]","{, 'monday': True, 'tuesday': False, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Continuing in their poetry studies, students review a wide variety of poetic forms, learn how they have evolved over the centuries, and practice writing their own poems.</p><p>This topic is included in the following course(s): Literature: Grade 9</p>",""
"alveary-recWjMKdkAcXHiShJ","Poetry Reading: Grades 9-12","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>In addition to reading a variety of poems from 19th century authors, students read biographies of two famous 19th century poets and dive into Virgil's Aeneid.</p><p>This topic is included in the following course(s): Literature: Grade 11, Literature: Grade 12, Literature: Grade 9, Literature: Grade 10</p>",""
"alveary-recYjPhhun0W0bFV1","Poetry Study: Grade 10","4","36","Literature","[]","{, 'monday': True, 'tuesday': False, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>This course helps students explore and enjoy poems on many levels; lessons include practice in both reading and writing about poetry.</p><p>This topic is included in the following course(s): Literature: Grade 10</p>","<p>Poetry Study: Grade 10<br>☐ You'll need a journal and a poetry anthology or two of your choice for this course, as well as the assigned book. A few suggested anthologies are listed in Extra Helpings.</p>"
"alveary-recMqEX99md5ZCmFg","General Lit.: Grades 11-12","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Journey into the 19th century via novels, short stories, personal narratives, fairy tales, and more. Students engage with a variety of authors and texts from and about the time period and reflect on literary techniques and the characteristics of multiple genres along the way.</p><p>This topic is included in the following course(s): Literature: Grade 11, Literature: Grade 12</p>","<p>General Lit.: Grades 11-12<br>☐ The Scarlet Letter (Term 1) and Sense &amp; Sensibility (Term 3) both have helpful introductions and discussion questions (listed after each chapter or section of the book). Read these, whether or not you are able to read the full book, to give yourself the resources for rich discussions with your students. Reading Like a Serpent (linked in Extra Helpings) is also an excellent resource for students and teachers wishing to dive deeper into The Scarlet Letter.</p><p>☐ A note on challenging content: While the upper grades provide many wonderful opportunities for discussion and growth, these are not children's books. The Scarlet Letter (Term 1) wrestles with the nature of sin and adultery, Ramayana (Term 1) includes a more overtly sexual myth, which is skipped in Ch.1, and a few more sexual comments in Ch.2 when the prince (in typical mythological fashion) passes a test to claim his wife. Singing Bird (Term 2) also has a brief description of a sexual encounter in Ch.21 intended to humanize the characters in the middle of a horrific situation. Similarly, there is a passage in Octavian Nothing (Term 2), early in section 2, &quot;The Pox Party,&quot; where Octavian (who is hungry for good books to read) is coerced into translating sexually explicit Latin texts in return for smuggled books from his master's library. There is one example of a sentence he was asked to translate given in the book, and he is disgusted with it. Additionally, prepare your students for hard themes, especially in Singing Bird and Octavian Nothing, including slavery, war, and the cruel and abusive treatment of people and animals. It is sobering to consider wickedness and suffering; encourage students to grieve, and long for and look to the person who can put things right, Jesus, who brings perfect justice and love.</p><p>These books have many living ideas, examples of incredible resilience, and more. But it is a good idea to plan to read and/or discuss these books alongside your student(s), especially since they may be assigned much harder texts, or texts from a much less morally aligned perspective in college classes, when they will need to know how to approach these situations wisely on their own without you there to guide them.</p><p>☐ One way to approach conversations about content is to ask your student their thoughts on the section or chapter with the sexual or violent content and bring up the fact that they might not have encountered something like it before. Then, ask why they think the author included it in the book. Or, you might discuss the importance of skimming over something.</p><p>☐ Term 3 reads are both long novels. Especially for Tale of Two Cities, allow students time to narrate and enjoy the story; only about half is scheduled over the term. If you want to finish the book, start it in Term 2 after Gulliver's Travels, or allow students to read on their own time and use the allotted lesson time for extended written narrations and reflection.</p>"
"alveary-rec159tgRVDCh4xdi","Poetry Study: Grade 11","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>This course helps students explore and enjoy poems on many levels; lessons include practice in both reading and writing about poetry.</p><p>This topic is included in the following course(s): Literature: Grade 11</p>","<p>Poetry Study: Grade 11<br>☐ You'll need a journal and a poetry anthology or two of your choice for this course, as well as the assigned book. A few suggested anthologies are listed in Extra Helpings.</p>"
"alveary-rec1g1GjHgu1HrWa6","Shakespeare: Beginner Track","1","24","Literature","[]","{, 'monday': False, 'tuesday': False, 'wednesday': True, 'thursday': False, 'friday': False, }","UNGRADED","","","","<p>Lessons for Grade 4 and/or those new to Shakespeare who would like a gentle on-ramp to the bard. Lessons cover A Midsummer Night's Dream over two terms.</p>","<p>Shakespeare: Beginner Track<br>☐ You may want to read &quot;Shakespeare and a Christian Worldview&quot; which is Ch.9 in the book, Echoes of Eden – Reflections on Christianity, Literature, and the Arts by Jerram Barrs. This is an excellent overview of why Shakespeare is important for everyone to know, including Christians.</p><p>NOTE on VERSIONS<br>Students should have an unabridged copy, such as the ones linked in the program, not a modern language edition. The language complexity gets easier to understand with practice. (Note: Shakespeare’s work does often contain bawdy jokes or off-color content that will go over the heads of students if left in its original form; a modern language version will lay it all right out there in plain modern English.) We like the Folger editions because they are inexpensive, the lines are numbered (making it easy to find your place), and they contain good notes. These are available on the Folger website as free PDFs as well, though the notes are omitted.</p><p>NOTE on CONTENT<br>Teachers are sometimes wary of reading Shakespeare with their students because the plays contain material that they would deem inappropriate. The Alveary generally follows Mason’s programs for younger students. However, that does not mean that your student will never encounter anything unsavory. Our best advice is to read in such a way that these things are moved over quickly, without added attention being drawn to them. Mason assures us that Shakespeare provides students with rich language and character lessons that are unparalleled.</p>"
"alveary-recnKzHCs6UvKzvtd","Shakespeare: Grades 5-8","1","36","Literature","[]","{, 'monday': False, 'tuesday': True, 'wednesday': False, 'thursday': False, 'friday': False, }","UNGRADED","","","","<p>As foundational and influential English texts, students read three Shakespeare plays per year - usually a tragedy, a comedy, and a history (occasionally also connected to the historical time period). This year's plays are The Tempest, Henry IV Part 2, and The Winter's Tale.</p><p>Shakespeare: Grades 5-8<br>William Shakespeare (1564-1616) is perhaps the greatest writer in the English language. Reading and speaking his beautiful words will delight students as they learn his timeless stories, meet a variety of characters, enrich their minds, and instruct their consciences. Students will begin by simply enjoying the plays and later by writing short compositions, comparisons, and commonplace entries. Shakespeare covers the wide panorama of human experience through his nearly 40 plays; the comedies, tragedies, and histories that students read will spark their imaginations with stories that transcend time and culture.</p>","<p>Shakespeare: Grades 5-8<br>☐ You may want to read &quot;Shakespeare and a Christian Worldview,&quot; which is Ch.9 in the book Echoes of Eden – Reflections on Christianity, Literature, and the Arts by Jerram Barrs. This is an excellent overview of why Shakespeare is important for everyone to know, including Christians.<br>☐ If your students are new to Shakespeare, read the tips for beginners (Found in Appendix link)<br>☐ You may want to read a retelling beforehand so you are familiar with the play. (Suggestions found in Extra Helpings)<br>☐ Read the discussion questions and skim the summaries of each scene each week before the reading to help guide emphasis and discussion with your students.<br>☐ Consider purchasing puppets to use while reading to keep track of all the characters.</p><p>NOTE on VERSIONS<br>Students should have an unabridged copy that is not in a modern language edition, such as the ones linked in the program. The language complexity gets easier to understand with practice. (Note: Shakespeare’s work does often contain bawdy jokes or off-color content that will go over the heads of students if left in its original form; a modern language version will lay it all right out there in plain, modern English.) We like the Folger editions because they are inexpensive, the lines are numbered (making it easy to find your place), and they contain good notes. These are available on the Folger website as free PDFs as well, though the notes are omitted.</p><p>NOTE on CONTENT<br>Teachers are sometimes wary of reading Shakespeare with their students because the plays do contain material that they would deem inappropriate. The Alveary generally follows Mason’s programs for younger students. That does not mean, however, that your student will never encounter anything unsavory. Our best advice is to read in such a way that these things are moved over quickly, without added attention being drawn to them. Mason assures us that Shakespeare provides students with rich language and character lessons that are unparalleled.</p>"
"alveary-recLd6j0zACfKoxrZ","Poetry: Grades 1-4","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students learn to love the sight and sound of words through daily poetry reading covering a wide variety of poems. They also enjoy short picture book biographies and accessible poems corresponding to the historical time period as relevant, and lesson plans occasionally point out interesting poetic features.</p>",""
"alveary-recdD1lDLwHqT4VPd","Poetry: Grades 5-6","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students learn to love the sight and sound of words and appreciate history through daily poetry reading covering a wide variety of authors and poems from the 19th century.</p>",""
"alveary-recwsiRVhKWADoRcy","Poetry Study: Grade 7","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students study poetic devices and forms and practice writing poetry themselves.</p><p>This topic is included in the following course(s): Poetry: Grade 7</p>","<p>Poetry Study: Grade 7<br>☐ Some of the poems are given as links or PDFs. You may want to print those out.</p><p>☐ Make sure the student has a Commonplace Book to write down any poems they especially enjoy. You will want to remind them to do that during poetry time, or set another time in the afternoon to do that.</p>"
"alveary-recnGtrrxLZQpoc2I","Poetry Reading: Grade 7","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students continue to develop their relationship with words through ongoing exposure to a variety of poetic forms, poet biographies, and 19th century poems.</p><p>This topic is included in the following course(s): Poetry: Grade 7</p>",""
"alveary-recRqsq1kc32LSK58","Poetry Study: Grade 8","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students study poetic devices and forms and practice writing poetry themselves.</p><p>This topic is included in the following course(s): Poetry: Grade 8</p>","<p>Poetry Study: Grade 8<br>☐ Make sure your student has a notebook for each lesson.</p><p>☐ Students will be marking their poems and labeling the poems. If you don't want them to mark the books, you will need to make a copy of those pages.</p>"
"alveary-recl75TzTdk7hIBeY","Poetry Reading: Grade 8","5","36","Literature","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students continue to develop their relationship with words through ongoing exposure to a variety of poetic forms, poet biographies, and 19th century poems.</p><p>This topic is included in the following course(s): Poetry: Grade 8</p>",""
"alveary-recHJenMoQE2N0d4B","Math Lessons: Grade 1","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart A Primary Skill Focus: Number Sense, Addition and Subtraction, Place Value</p><p>This topic is included in the following course(s): Mathematics: Grade 1</p>","<p>Math Lessons: Grade 1<br>☐ Read RightStart Level A Teacher's Guide p.ii-v.</p><p>☐ Organize manipulatives and supplies for easy access.</p><p>☐ Decide when in the day you will play math games and how you plan to keep up with assigning them.</p><p>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p>"
"alveary-rec8muhZAW9Nq8qaj","Math Lessons: Grade 2","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart B Primary Skill Focus: Addition, Subtraction</p><p>This topic is included in the following course(s): Mathematics: Grade 2</p>","<p>Math Lessons: Grade 2<br>☐ Read RightStart Level B Teacher's Guide p.ii-v.</p><p>☐ Organize manipulatives and supplies for easy access.</p><p>☐ Decide when in the day you will play math games and how you plan to keep up with assigning them.</p><p>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p>"
"alveary-recQ67XNIH37fU4za","Math Lessons: Grade 3","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart C Primary Skill Focus: Addition, Subtraction, Place Value</p><p>This topic is included in the following course(s): Mathematics: Grade 3</p>","<p>Math Lessons: Grade 3<br>☐ Read RightStart Level C Teacher's Guide p.ii-v.</p><p>☐ Organize manipulatives and supplies for easy access.</p><p>☐ Decide when in the day you will play math games and how you plan to keep up with assigning them.</p><p>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p>"
"alveary-recA6HB08c9AIMjPN","Math Lessons: Grade 4","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart D Primary Skill Focus: Multiplication, Geometry</p><p>This topic is included in the following course(s): Mathematics: Grade 4</p>","<p>Math Lessons: Grade 4<br>☐ Schedule math games into your day and determine how you will keep up with assigning them.</p><p>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p><p>☐ Organize math manipulatives for easy access.</p>"
"alveary-recwBiXdk77c2GcrC","Math Lessons: Grade 5","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart E Primary Skill Focus: Division, Fractions, Percents</p><p>This topic is included in the following course(s): Mathematics: Grade 5</p>","<p>Math Lessons: Grade 5<br>☐ Schedule math games into your day and determine how you will keep up with assigning them.</p><p>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p><p>☐ Organize math manipulatives for easy access.</p>"
"alveary-recCUFQnuRiF2W9BY","Math Lessons: Grade 6","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Discover mathematical concepts using manipulatives. Learn strategies and build agility through mental math. RightStart F Primary Skill Focus: Division, Decimals</p><p>This topic is included in the following course(s): Mathematics: Grade 6</p>","<p>Math Lessons: Grade 6<br>☐ Schedule math games into your day and determine how you will keep up with assigning them.</p><p>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p><p>☐ Organize math manipulatives for easy access.</p>"
"alveary-recnMjfpYclu3qDVG","Pre-Algebra","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students discover algebraic concepts using manipulatives.</p><p>This topic is included in the following course(s): Mathematics: Grade 7</p><p>Mathematics: Grade 7<br>For students in elementary school, we recommend RightStart Math (Second Edition), because a) it adheres to Mason's principle that the idea always comes before the algorithm, b) it reflects the very best current research in how children learn mathematics, and c) it offers much-needed support for teachers whose own math instruction may have been lacking. Students in middle school take RightStart Geometry and also add in Pre-Algebra (Hands-On Equations) and Jacobs' Elementary Algebra.</p><p>The lessons should be done in the morning and games in the afternoon. Both mental math and games are critical parts of math instruction, so do not skip them. These lessons are paced out to help keep you on track. There are a few catch-up days built in and can be used to finish incomplete work or to review concepts. The general goal should be to complete one lesson per day. It is important that you complete one level per year, even if that means continuing during breaks, as moving slower can affect high school credits later.</p>","<p>Mathematics: Grade 7<br>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p><p>☐ Organize math manipulatives for easy access.</p>"
"alveary-recJlZumjEUgeobT3","Geometry: Grade 7","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students discover geometric concepts by constructing drawings. RightStart G Primary Skill Focus: Geometry</p><p>This topic is included in the following course(s): Mathematics: Grade 7</p><p>Mathematics: Grade 7<br>For students in elementary school, we recommend RightStart Math (Second Edition), because a) it adheres to Mason's principle that the idea always comes before the algorithm, b) it reflects the very best current research in how children learn mathematics, and c) it offers much-needed support for teachers whose own math instruction may have been lacking. Students in middle school take RightStart Geometry and also add in Pre-Algebra (Hands-On Equations) and Jacobs' Elementary Algebra.</p><p>The lessons should be done in the morning and games in the afternoon. Both mental math and games are critical parts of math instruction, so do not skip them. These lessons are paced out to help keep you on track. There are a few catch-up days built in and can be used to finish incomplete work or to review concepts. The general goal should be to complete one lesson per day. It is important that you complete one level per year, even if that means continuing during breaks, as moving slower can affect high school credits later.</p>","<p>Mathematics: Grade 7<br>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p><p>☐ Organize math manipulatives for easy access.</p>"
"alveary-recxfr3RigI87Ue6S","Algebra 1: Part 1","5","36","Math","[]","{, 'monday': True, 'tuesday': True, 'wednesday': True, 'thursday': True, 'friday': True, }","UNGRADED","","","","<p>Students discover and practice algebraic concepts through real-world narratives and problem-solving.</p><p>This topic is included in the following course(s): Mathematics: Grade 8</p><p>Mathematics: Grade 8<br>For students in elementary school, we recommend RightStart Math (Second Edition), because a) it adheres to Mason's principle that the idea always comes before the algorithm, b) it reflects the very best current research in how children learn mathematics, and c) it offers much-needed support for teachers whose own math instruction may have been lacking. Students in middle school take RightStart Geometry and also add in Pre-Algebra (Hands-On Equations) and Jacobs' Elementary Algebra.</p><p>The lessons should be done in the morning and games in the afternoon. Both mental math and games are critical parts of math instruction, so do not skip them. These lessons are paced out to help keep you on track. There are a few catch-up days built in and can be used to finish incomplete work or to review concepts. The general goal should be to complete one lesson per day. It is important that you complete one level per year, even if that means continuing during breaks, as moving slower can affect high school credits later.</p>","<p>Mathematics: Grade 8<br>☐ If you downloaded the RightStart ebook, print out enough copies of each page and put them in a binder for easy access.</p><p>☐ Organize math manipulatives for easy access.</p>"
